pokedex,og_name,name,characteristics_id,stats_id,picture_url
80,Slowbro,Mega Slowbro,109,109,https://assets.pokemon.com/assets/cms2/img/pokedex/full/080.png
81,Magnemite,Magnemite,110,110,https://assets.pokemon.com/assets/cms2/img/pokedex/full/081.png
82,Magneton,Magneton,111,111,https://assets.pokemon.com/assets/cms2/img/pokedex/full/082.png
83,Farfetch'd,Farfetch'd,112,112,https://assets.pokemon.com/assets/cms2/img/pokedex/full/083.png
83,Farfetch'd,Galarian Farfetch'd,113,113,https://assets.pokemon.com/assets/cms2/img/pokedex/full/083.png
84,Doduo,Doduo,114,114,https://assets.pokemon.com/assets/cms2/img/pokedex/full/084.png
85,Dodrio,Dodrio,115,115,https://assets.pokemon.com/assets/cms2/img/pokedex/full/085.png
86,Seel,Seel,116,116,https://assets.pokemon.com/assets/cms2/img/pokedex/full/086.png
87,Dewgong,Dewgong,117,117,https://assets.pokemon.com/assets/cms2/img/pokedex/full/087.png
88,Grimer,Grimer,118,118,https://assets.pokemon.com/assets/cms2/img/pokedex/full/088.png
88,Grimer,Alolan Grimer,119,119,https://assets.pokemon.com/assets/cms2/img/pokedex/full/088.png
89,Muk,Muk,120,120,https://assets.pokemon.com/assets/cms2/img/pokedex/full/089.png
89,Muk,Alolan Muk,121,121,https://assets.pokemon.com/assets/cms2/img/pokedex/full/089.png
90,Shellder,Shellder,122,122,https://assets.pokemon.com/assets/cms2/img/pokedex/full/090.png
91,Cloyster,Cloyster,123,123,https://assets.pokemon.com/assets/cms2/img/pokedex/full/091.png
92,Gastly,Gastly,124,124,https://assets.pokemon.com/assets/cms2/img/pokedex/full/092.png
93,Haunter,Haunter,125,125,https://assets.pokemon.com/assets/cms2/img/pokedex/full/093.png
94,Gengar,Gengar,126,126,https://assets.pokemon.com/assets/cms2/img/pokedex/full/094.png
94,Gengar,Mega Gengar,127,127,https://assets.pokemon.com/assets/cms2/img/pokedex/full/094.png
95,Onix,Onix,128,128,https://assets.pokemon.com/assets/cms2/img/pokedex/full/095.png
96,Drowzee,Drowzee,129,129,https://assets.pokemon.com/assets/cms2/img/pokedex/full/096.png
97,Hypno,Hypno,130,130,https://assets.pokemon.com/assets/cms2/img/pokedex/full/097.png
98,Krabby,Krabby,131,131,https://assets.pokemon.com/assets/cms2/img/pokedex/full/098.png
99,Kingler,Kingler,132,132,https://assets.pokemon.com/assets/cms2/img/pokedex/full/099.png
100,Voltorb,Voltorb,133,133,https://assets.pokemon.com/assets/cms2/img/pokedex/full/100.png
100,Voltorb,Hisuian Voltorb,134,134,https://assets.pokemon.com/assets/cms2/img/pokedex/full/100.png
101,Electrode,Electrode,135,135,https://assets.pokemon.com/assets/cms2/img/pokedex/full/101.png
101,Electrode,Hisuian Electrode,136,136,https://assets.pokemon.com/assets/cms2/img/pokedex/full/101.png
102,Exeggcute,Exeggcute,137,137,https://assets.pokemon.com/assets/cms2/img/pokedex/full/102.png
103,Exeggutor,Exeggutor,138,138,https://assets.pokemon.com/assets/cms2/img/pokedex/full/103.png
103,Exeggutor,Alolan Exeggutor,139,139,https://assets.pokemon.com/assets/cms2/img/pokedex/full/103.png
104,Cubone,Cubone,140,140,https://assets.pokemon.com/assets/cms2/img/pokedex/full/104.png
105,Marowak,Marowak,141,141,https://assets.pokemon.com/assets/cms2/img/pokedex/full/105.png
105,Marowak,Alolan Marowak,142,142,https://assets.pokemon.com/assets/cms2/img/pokedex/full/105.png
106,Hitmonlee,Hitmonlee,143,143,https://assets.pokemon.com/assets/cms2/img/pokedex/full/106.png
107,Hitmonchan,Hitmonchan,144,144,https://assets.pokemon.com/assets/cms2/img/pokedex/full/107.png
108,Lickitung,Lickitung,145,145,https://assets.pokemon.com/assets/cms2/img/pokedex/full/108.png
109,Koffing,Koffing,146,146,https://assets.pokemon.com/assets/cms2/img/pokedex/full/109.png
110,Weezing,Weezing,147,147,https://assets.pokemon.com/assets/cms2/img/pokedex/full/110.png
110,Weezing,Galarian Weezing,148,148,https://assets.pokemon.com/assets/cms2/img/pokedex/full/110.png
111,Rhyhorn,Rhyhorn,149,149,https://assets.pokemon.com/assets/cms2/img/pokedex/full/111.png
112,Rhydon,Rhydon,150,150,https://assets.pokemon.com/assets/cms2/img/pokedex/full/112.png
113,Chansey,Chansey,151,151,https://assets.pokemon.com/assets/cms2/img/pokedex/full/113.png
114,Tangela,Tangela,152,152,https://assets.pokemon.com/assets/cms2/img/pokedex/full/114.png
115,Kangaskhan,Kangaskhan,153,153,https://assets.pokemon.com/assets/cms2/img/pokedex/full/115.png
115,Kangaskhan,Mega Kangaskhan,154,154,https://assets.pokemon.com/assets/cms2/img/pokedex/full/115.png
116,Horsea,Horsea,155,155,https://assets.pokemon.com/assets/cms2/img/pokedex/full/116.png
117,Seadra,Seadra,156,156,https://assets.pokemon.com/assets/cms2/img/pokedex/full/117.png
118,Goldeen,Goldeen,157,157,https://assets.pokemon.com/assets/cms2/img/pokedex/full/118.png
119,Seaking,Seaking,158,158,https://assets.pokemon.com/assets/cms2/img/pokedex/full/119.png
120,Staryu,Staryu,159,159,https://assets.pokemon.com/assets/cms2/img/pokedex/full/120.png
121,Starmie,Starmie,160,160,https://assets.pokemon.com/assets/cms2/img/pokedex/full/121.png
122,Mr. Mime,Mr. Mime,161,161,https://assets.pokemon.com/assets/cms2/img/pokedex/full/122.png
122,Mr. Mime,Galarian Mr. Mime,162,162,https://assets.pokemon.com/assets/cms2/img/pokedex/full/122.png
123,Scyther,Scyther,163,163,https://assets.pokemon.com/assets/cms2/img/pokedex/full/123.png
124,Jynx,Jynx,164,164,https://assets.pokemon.com/assets/cms2/img/pokedex/full/124.png
125,Electabuzz,Electabuzz,165,165,https://assets.pokemon.com/assets/cms2/img/pokedex/full/125.png
126,Magmar,Magmar,166,166,https://assets.pokemon.com/assets/cms2/img/pokedex/full/126.png
127,Pinsir,Pinsir,167,167,https://assets.pokemon.com/assets/cms2/img/pokedex/full/127.png
127,Pinsir,Mega Pinsir,168,168,https://assets.pokemon.com/assets/cms2/img/pokedex/full/127.png
128,Tauros,Tauros,169,169,https://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png
128,Tauros,Paldean Tauros,170,170,https://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png
128,Tauros,Paldean Tauros,171,171,https://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png
128,Tauros,Tauros,172,172,https://assets.pokemon.com/assets/cms2/img/pokedex/full/128.png
129,Magikarp,Magikarp,173,173,https://assets.pokemon.com/assets/cms2/img/pokedex/full/129.png
130,Gyarados,Gyarados,174,174,https://assets.pokemon.com/assets/cms2/img/pokedex/full/130.png
130,Gyarados,Mega Gyarados,175,175,https://assets.pokemon.com/assets/cms2/img/pokedex/full/130.png
131,Lapras,Lapras,176,176,https://assets.pokemon.com/assets/cms2/img/pokedex/full/131.png
132,Ditto,Ditto,177,177,https://assets.pokemon.com/assets/cms2/img/pokedex/full/132.png
133,Eevee,Eevee,178,178,https://assets.pokemon.com/assets/cms2/img/pokedex/full/133.png
134,Vaporeon,Vaporeon,179,179,https://assets.pokemon.com/assets/cms2/img/pokedex/full/134.png
135,Jolteon,Jolteon,180,180,https://assets.pokemon.com/assets/cms2/img/pokedex/full/135.png
136,Flareon,Flareon,181,181,https://assets.pokemon.com/assets/cms2/img/pokedex/full/136.png
137,Porygon,Porygon,182,182,https://assets.pokemon.com/assets/cms2/img/pokedex/full/137.png
138,Omanyte,Omanyte,183,183,https://assets.pokemon.com/assets/cms2/img/pokedex/full/138.png
139,Omastar,Omastar,184,184,https://assets.pokemon.com/assets/cms2/img/pokedex/full/139.png
140,Kabuto,Kabuto,185,185,https://assets.pokemon.com/assets/cms2/img/pokedex/full/140.png
141,Kabutops,Kabutops,186,186,https://assets.pokemon.com/assets/cms2/img/pokedex/full/141.png
142,Aerodactyl,Aerodactyl,187,187,https://assets.pokemon.com/assets/cms2/img/pokedex/full/142.png
142,Aerodactyl,Mega Aerodactyl,188,188,https://assets.pokemon.com/assets/cms2/img/pokedex/full/142.png
143,Snorlax,Snorlax,189,189,https://assets.pokemon.com/assets/cms2/img/pokedex/full/143.png
144,Articuno,Articuno,190,190,https://assets.pokemon.com/assets/cms2/img/pokedex/full/144.png
144,Articuno,Galarian Articuno,191,191,https://assets.pokemon.com/assets/cms2/img/pokedex/full/144.png
145,Zapdos,Zapdos,192,192,https://assets.pokemon.com/assets/cms2/img/pokedex/full/145.png
145,Zapdos,Galarian Zapdos,193,193,https://assets.pokemon.com/assets/cms2/img/pokedex/full/145.png
146,Moltres,Moltres,194,194,https://assets.pokemon.com/assets/cms2/img/pokedex/full/146.png
146,Moltres,Galarian Moltres,195,195,https://assets.pokemon.com/assets/cms2/img/pokedex/full/146.png
147,Dratini,Dratini,196,196,https://assets.pokemon.com/assets/cms2/img/pokedex/full/147.png
148,Dragonair,Dragonair,197,197,https://assets.pokemon.com/assets/cms2/img/pokedex/full/148.png
149,Dragonite,Dragonite,198,198,https://assets.pokemon.com/assets/cms2/img/pokedex/full/149.png
150,Mewtwo,Mewtwo,199,199,https://assets.pokemon.com/assets/cms2/img/pokedex/full/150.png
150,Mewtwo,Mega Mewtwo X,200,200,https://assets.pokemon.com/assets/cms2/img/pokedex/full/150.png
150,Mewtwo,Mega Mewtwo Y,201,201,https://assets.pokemon.com/assets/cms2/img/pokedex/full/150.png
151,Mew,Mew,202,202,https://assets.pokemon.com/assets/cms2/img/pokedex/full/151.png
152,Chikorita,Chikorita,203,203,https://assets.pokemon.com/assets/cms2/img/pokedex/full/152.png
153,Bayleef,Bayleef,204,204,https://assets.pokemon.com/assets/cms2/img/pokedex/full/153.png
154,Meganium,Meganium,205,205,https://assets.pokemon.com/assets/cms2/img/pokedex/full/154.png
155,Cyndaquil,Cyndaquil,206,206,https://assets.pokemon.com/assets/cms2/img/pokedex/full/155.png
156,Quilava,Quilava,207,207,https://assets.pokemon.com/assets/cms2/img/pokedex/full/156.png
157,Typhlosion,Typhlosion,208,208,https://assets.pokemon.com/assets/cms2/img/pokedex/full/157.png
157,Typhlosion,Hisuian Typhlosion,209,209,https://assets.pokemon.com/assets/cms2/img/pokedex/full/157.png
158,Totodile,Totodile,210,210,https://assets.pokemon.com/assets/cms2/img/pokedex/full/158.png
159,Croconaw,Croconaw,211,211,https://assets.pokemon.com/assets/cms2/img/pokedex/full/159.png
160,Feraligatr,Feraligatr,212,212,https://assets.pokemon.com/assets/cms2/img/pokedex/full/160.png
161,Sentret,Sentret,213,213,https://assets.pokemon.com/assets/cms2/img/pokedex/full/161.png
162,Furret,Furret,214,214,https://assets.pokemon.com/assets/cms2/img/pokedex/full/162.png
163,Hoothoot,Hoothoot,215,215,https://assets.pokemon.com/assets/cms2/img/pokedex/full/163.png
164,Noctowl,Noctowl,216,216,https://assets.pokemon.com/assets/cms2/img/pokedex/full/164.png
165,Ledyba,Ledyba,217,217,https://assets.pokemon.com/assets/cms2/img/pokedex/full/165.png
166,Ledian,Ledian,218,218,https://assets.pokemon.com/assets/cms2/img/pokedex/full/166.png
167,Spinarak,Spinarak,219,219,https://assets.pokemon.com/assets/cms2/img/pokedex/full/167.png
168,Ariados,Ariados,220,220,https://assets.pokemon.com/assets/cms2/img/pokedex/full/168.png
169,Crobat,Crobat,221,221,https://assets.pokemon.com/assets/cms2/img/pokedex/full/169.png
170,Chinchou,Chinchou,222,222,https://assets.pokemon.com/assets/cms2/img/pokedex/full/170.png
171,Lanturn,Lanturn,223,223,https://assets.pokemon.com/assets/cms2/img/pokedex/full/171.png
172,Pichu,Pichu,224,224,https://assets.pokemon.com/assets/cms2/img/pokedex/full/172.png
173,Cleffa,Cleffa,225,225,https://assets.pokemon.com/assets/cms2/img/pokedex/full/173.png
174,Igglybuff,Igglybuff,226,226,https://assets.pokemon.com/assets/cms2/img/pokedex/full/174.png
175,Togepi,Togepi,227,227,https://assets.pokemon.com/assets/cms2/img/pokedex/full/175.png
176,Togetic,Togetic,228,228,https://assets.pokemon.com/assets/cms2/img/pokedex/full/176.png
177,Natu,Natu,229,229,https://assets.pokemon.com/assets/cms2/img/pokedex/full/177.png
178,Xatu,Xatu,230,230,https://assets.pokemon.com/assets/cms2/img/pokedex/full/178.png
179,Mareep,Mareep,231,231,https://assets.pokemon.com/assets/cms2/img/pokedex/full/179.png
180,Flaaffy,Flaaffy,232,232,https://assets.pokemon.com/assets/cms2/img/pokedex/full/180.png
181,Ampharos,Ampharos,233,233,https://assets.pokemon.com/assets/cms2/img/pokedex/full/181.png
181,Ampharos,Mega Ampharos,234,234,https://assets.pokemon.com/assets/cms2/img/pokedex/full/181.png
182,Bellossom,Bellossom,235,235,https://assets.pokemon.com/assets/cms2/img/pokedex/full/182.png
183,Marill,Marill,236,236,https://assets.pokemon.com/assets/cms2/img/pokedex/full/183.png
184,Azumarill,Azumarill,237,237,https://assets.pokemon.com/assets/cms2/img/pokedex/full/184.png
185,Sudowoodo,Sudowoodo,238,238,https://assets.pokemon.com/assets/cms2/img/pokedex/full/185.png
186,Politoed,Politoed,239,239,https://assets.pokemon.com/assets/cms2/img/pokedex/full/186.png
187,Hoppip,Hoppip,240,240,https://assets.pokemon.com/assets/cms2/img/pokedex/full/187.png
188,Skiploom,Skiploom,241,241,https://assets.pokemon.com/assets/cms2/img/pokedex/full/188.png
189,Jumpluff,Jumpluff,242,242,https://assets.pokemon.com/assets/cms2/img/pokedex/full/189.png
190,Aipom,Aipom,243,243,https://assets.pokemon.com/assets/cms2/img/pokedex/full/190.png
191,Sunkern,Sunkern,244,244,https://assets.pokemon.com/assets/cms2/img/pokedex/full/191.png
192,Sunflora,Sunflora,245,245,https://assets.pokemon.com/assets/cms2/img/pokedex/full/192.png
193,Yanma,Yanma,246,246,https://assets.pokemon.com/assets/cms2/img/pokedex/full/193.png
194,Wooper,Paldean Wooper,247,247,https://assets.pokemon.com/assets/cms2/img/pokedex/full/194.png
194,Wooper,Wooper,248,248,https://assets.pokemon.com/assets/cms2/img/pokedex/full/194.png
195,Quagsire,Quagsire,249,249,https://assets.pokemon.com/assets/cms2/img/pokedex/full/195.png
196,Espeon,Espeon,250,250,https://assets.pokemon.com/assets/cms2/img/pokedex/full/196.png
197,Umbreon,Umbreon,251,251,https://assets.pokemon.com/assets/cms2/img/pokedex/full/197.png
198,Murkrow,Murkrow,252,252,https://assets.pokemon.com/assets/cms2/img/pokedex/full/198.png
199,Slowking,Slowking,253,253,https://assets.pokemon.com/assets/cms2/img/pokedex/full/199.png
199,Slowking,Galarian Slowking,254,254,https://assets.pokemon.com/assets/cms2/img/pokedex/full/199.png
200,Misdreavus,Misdreavus,255,255,https://assets.pokemon.com/assets/cms2/img/pokedex/full/200.png
201,Unown,Unown,256,256,https://assets.pokemon.com/assets/cms2/img/pokedex/full/201.png
202,Wobbuffet,Wobbuffet,257,257,https://assets.pokemon.com/assets/cms2/img/pokedex/full/202.png
203,Girafarig,Girafarig,258,258,https://assets.pokemon.com/assets/cms2/img/pokedex/full/203.png
204,Pineco,Pineco,259,259,https://assets.pokemon.com/assets/cms2/img/pokedex/full/204.png
205,Forretress,Forretress,260,260,https://assets.pokemon.com/assets/cms2/img/pokedex/full/205.png
206,Dunsparce,Dunsparce,261,261,https://assets.pokemon.com/assets/cms2/img/pokedex/full/206.png
207,Gligar,Gligar,262,262,https://assets.pokemon.com/assets/cms2/img/pokedex/full/207.png
208,Steelix,Steelix,263,263,https://assets.pokemon.com/assets/cms2/img/pokedex/full/208.png
208,Steelix,Mega Steelix,264,264,https://assets.pokemon.com/assets/cms2/img/pokedex/full/208.png
209,Snubbull,Snubbull,265,265,https://assets.pokemon.com/assets/cms2/img/pokedex/full/209.png
210,Granbull,Granbull,266,266,https://assets.pokemon.com/assets/cms2/img/pokedex/full/210.png
211,Qwilfish,Qwilfish,267,267,https://assets.pokemon.com/assets/cms2/img/pokedex/full/211.png
211,Qwilfish,Hisuian Qwilfish,268,268,https://assets.pokemon.com/assets/cms2/img/pokedex/full/211.png
212,Scizor,Scizor,269,269,https://assets.pokemon.com/assets/cms2/img/pokedex/full/212.png
212,Scizor,Mega Scizor,270,270,https://assets.pokemon.com/assets/cms2/img/pokedex/full/212.png
213,Shuckle,Shuckle,271,271,https://assets.pokemon.com/assets/cms2/img/pokedex/full/213.png
214,Heracross,Heracross,272,272,https://assets.pokemon.com/assets/cms2/img/pokedex/full/214.png
214,Heracross,Mega Heracross,273,273,https://assets.pokemon.com/assets/cms2/img/pokedex/full/214.png
215,Sneasel,Sneasel,274,274,https://assets.pokemon.com/assets/cms2/img/pokedex/full/215.png
215,Sneasel,Hisuian Sneasel,275,275,https://assets.pokemon.com/assets/cms2/img/pokedex/full/215.png
216,Teddiursa,Teddiursa,276,276,https://assets.pokemon.com/assets/cms2/img/pokedex/full/216.png
217,Ursaring,Ursaring,277,277,https://assets.pokemon.com/assets/cms2/img/pokedex/full/217.png
